ptg000001l	0	100000	134.1020355
ptg000001l	100000	200000	96.9241028
ptg000001l	200000	300000	115.6718903
ptg000001l	300000	400000	116.2915802
ptg000001l	400000	500000	112.1376114
ptg000001l	500000	600000	106.0566330
ptg000001l	600000	700000	89.3874207
ptg000001l	700000	800000	114.6007919
ptg000001l	800000	900000	101.2061768
ptg000001l	900000	1000000	101.0409775
ptg000001l	1000000	1100000	104.3340988
ptg000001l	1100000	1200000	105.1576385
ptg000001l	1200000	1300000	101.0163116
ptg000001l	1300000	1400000	103.8167877
ptg000001l	1400000	1500000	103.0089874
ptg000001l	1500000	1600000	121.9649582
ptg000001l	1600000	1700000	111.2007294
ptg000001l	1700000	1800000	108.8485336
ptg000001l	1800000	1900000	129.3603210
ptg000001l	1900000	2000000	107.9753036
ptg000001l	2000000	2100000	102.9201965
ptg000001l	2100000	2200000	103.9703827
ptg000001l	2200000	2300000	104.8277130
ptg000001l	2300000	2400000	118.5043488
ptg000001l	2400000	2500000	102.3495102
ptg000001l	2500000	2600000	100.7308578
ptg000001l	2600000	2700000	110.9027863
ptg000001l	2700000	2800000	109.5769196
ptg000001l	2800000	2900000	116.4498367
ptg000001l	2900000	3000000	100.7856293
ptg000001l	3000000	3100000	101.6859436
ptg000001l	3100000	3200000	83.1124420
ptg000001l	3200000	3300000	108.7532806
ptg000001l	3300000	3400000	96.2640610
ptg000001l	3400000	3500000	103.9591217
ptg000001l	3500000	3600000	96.2054977
ptg000001l	3600000	3700000	93.8689423
ptg000001l	3700000	3800000	96.9103928
ptg000001l	3800000	3900000	103.6078415
ptg000001l	3900000	4000000	108.5783310
ptg000001l	4000000	4100000	99.0136719
ptg000001l	4100000	4200000	100.0564880
ptg000001l	4200000	4300000	85.1992798
ptg000001l	4300000	4400000	113.2804108
ptg000001l	4400000	4500000	93.0028000
ptg000001l	4500000	4600000	90.9559937
ptg000001l	4600000	4700000	91.6550217
ptg000001l	4700000	4800000	82.3273773
ptg000001l	4800000	4900000	92.6380768
ptg000001l	4900000	5000000	98.6958771
ptg000001l	5000000	5100000	167.3916473
ptg000001l	5100000	5184750	412.9654236
ptg000002l	0	100000	136.5840454
ptg000002l	100000	200000	78.4095078
ptg000002l	200000	300000	81.9276199
ptg000002l	300000	400000	81.0808487
ptg000002l	400000	500000	100.8113785
ptg000002l	500000	600000	102.2894821
ptg000002l	600000	700000	94.5196075
ptg000002l	700000	800000	99.9926910
ptg000002l	800000	900000	64.9143906
ptg000002l	900000	1000000	79.0186615
ptg000002l	1000000	1100000	108.4110718
ptg000002l	1100000	1200000	104.2228470
ptg000002l	1200000	1300000	114.7339706
ptg000002l	1300000	1400000	88.6344604
ptg000002l	1400000	1500000	100.2036819
ptg000002l	1500000	1600000	120.1239395
ptg000002l	1600000	1700000	115.2199020
ptg000002l	1700000	1800000	93.4120865
ptg000002l	1800000	1900000	107.0890808
ptg000002l	1900000	2000000	98.2060623
ptg000002l	2000000	2100000	92.6495819
ptg000002l	2100000	2200000	103.3479919
ptg000002l	2200000	2300000	89.3830490
ptg000002l	2300000	2400000	93.1731186
ptg000002l	2400000	2500000	109.4658279
ptg000002l	2500000	2600000	86.7899933
ptg000002l	2600000	2700000	106.3230133
ptg000002l	2700000	2800000	95.7295990
ptg000002l	2800000	2900000	109.6827698
ptg000002l	2900000	3000000	108.5695419
ptg000002l	3000000	3100000	106.0746918
ptg000002l	3100000	3200000	107.2758865
ptg000002l	3200000	3300000	98.0445786
ptg000002l	3300000	3400000	94.2233582
ptg000002l	3400000	3500000	107.4776077
ptg000002l	3500000	3600000	95.8419418
ptg000002l	3600000	3700000	112.6779709
ptg000002l	3700000	3800000	100.7792206
ptg000002l	3800000	3900000	105.4865799
ptg000002l	3900000	4000000	104.7629623
ptg000002l	4000000	4100000	108.2687531
ptg000002l	4100000	4200000	92.2926788
ptg000002l	4200000	4300000	288.1156921
ptg000002l	4300000	4304116	90.6605911
ptg000004l	0	100000	73.4386826
ptg000004l	100000	200000	71.3500671
ptg000004l	200000	300000	59.8621292
ptg000004l	300000	400000	95.3470078
ptg000004l	400000	500000	105.6277008
ptg000004l	500000	600000	97.2067719
ptg000004l	600000	700000	88.3681030
ptg000004l	700000	800000	95.0986710
ptg000004l	800000	900000	95.0615311
ptg000004l	900000	1000000	95.5845566
ptg000004l	1000000	1100000	98.0172577
ptg000004l	1100000	1200000	139.9337463
ptg000004l	1200000	1300000	102.3587723
ptg000004l	1300000	1400000	106.5317078
ptg000004l	1400000	1500000	92.2407532
ptg000004l	1500000	1600000	95.6903763
ptg000004l	1600000	1700000	95.1226730
ptg000004l	1700000	1800000	96.5260773
ptg000004l	1800000	1900000	103.7500000
ptg000004l	1900000	2000000	101.5413971
ptg000004l	2000000	2100000	99.8425369
ptg000004l	2100000	2200000	116.7896271
ptg000004l	2200000	2300000	96.7142334
ptg000004l	2300000	2400000	80.3382721
ptg000004l	2400000	2500000	92.0529709
ptg000004l	2500000	2600000	107.0810623
ptg000004l	2600000	2700000	99.0676117
ptg000004l	2700000	2800000	113.6264801
ptg000004l	2800000	2900000	128.9808655
ptg000004l	2900000	3000000	114.8972015
ptg000004l	3000000	3100000	82.4018326
ptg000004l	3100000	3200000	89.2693481
ptg000004l	3200000	3300000	89.8717270
ptg000004l	3300000	3400000	92.0203171
ptg000004l	3400000	3500000	99.0752029
ptg000004l	3500000	3600000	101.6830978
